SKU,Brand,Category,Gender,Diameter,Atm,Case_Size,Case_Material,Case_Color,Dial_Color,Strap_Material,Strap_Color,Regular_Price
watch_1055,aniemin,Watch,Male,42.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Brown,515.0
watch_1056,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Blue,515.0
watch_1057,aniemin,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,515.0
watch_1058,aniemin,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Leather,Blue,450.0
watch_1059,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Leather,Beige,450.0
watch_1060,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Two Tone,450.0
watch_1061,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Black,Leather,Beige,450.0
watch_1062,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Rose Gold,Black,Leather,Pink,450.0
watch_1063,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Gold,Black,Leather,Cream,450.0
watch_1064,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Leather,Purple,450.0
watch_1065,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,450.0
watch_1066,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Two Tone,Metal Bracelet,Silver,450.0
watch_1067,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,450.0
watch_1068,aniemin,Watch,Male,47.0,5.0,X-Large,Ceramic,Black,Black,Ceramic,Black,450.0
watch_1069,aniemin,Watch,Male,41.0,3.0,Medium,Stainless Steel,Black,Black,Leather,Black,450.0
watch_1070,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,450.0
watch_1071,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Rose Gold,White,Leather,Brown,450.0
watch_1072,genskne,Smartwatch,Male,41.0,3.0,Medium,Stainless Steel,Black,Black,Leather,Brown,450.0
watch_1073,genskne,Smartwatch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,450.0
watch_1074,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Silver,449.0
watch_1075,genskne,Watch,Female,38.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Black,1199.0
watch_1076,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Leather,Beige,1299.0
watch_1077,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1199.0
watch_1078,genskne,Watch,Female,38.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,290.0
watch_1079,genskne,Watch,Female,38.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Black,310.0
watch_1080,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,419.0
watch_1081,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,1599.0
watch_1082,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Leather,Pink,1369.0
watch_1083,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Leather,Beige,580.0
watch_1084,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,White,Leather,Black,1599.0
watch_1085,genskne,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Blue,1599.0
watch_1086,genskne,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Mother Of Pearl,Leather,Beige,1249.0
watch_1087,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,640.0
watch_1088,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Leather,Black,1599.0
watch_1089,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Leather,blue,510.0
watch_1090,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,1369.0
watch_1091,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose,559.0
watch_1092,genskne,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,699.0
watch_1093,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,290.0
watch_1094,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,290.0
watch_1095,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Black,350.0
watch_1096,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,blue,260.0
watch_1097,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Fabric,Black,240.0
watch_1098,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Gold,White,Leather,Brown,699.0
watch_1099,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Silver,Black,Leather,Black,290.0
watch_1100,genskne,Watch,Male,38.0,3.0,Medium,Stainless Steel,Black,Blue,Metal Bracelet,Black,699.0
watch_1101,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,1149.0
watch_1102,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,640.0
watch_1103,seldile,Watch,Male,44.0,10.0,Large,Stainless Steel,Black,Blue,Leather,Brown,1299.0
watch_1104,seldile,Watch,Male,46.0,5.0,Large,Stainless Steel,Gold,Black,Leather,Black,949.0
watch_1105,seldile,Watch,Male,45.0,5.0,Large,Polycarbonate,White,White,Silicone,White,310.0
watch_1106,seldile,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Silver,Leather,blue,350.0
watch_1107,seldile,Watch,Male,44.0,5.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,350.0
watch_1108,seldile,Watch,Male,44.0,10.0,Large,Stainless Steel,Black,White,Leather,Blue,350.0
watch_1109,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,310.0
watch_1110,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Black,Black,Silicone,Red,420.0
watch_1111,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,420.0
watch_1112,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,489.0
watch_1113,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Green,Silver,Metal Bracelet,Green,420.0
watch_1114,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,460.0
watch_1115,seldile,Watch,Male,49.0,10.0,X-Large,Stainless Steel,Black,Black,Silicone,Red,350.0
watch_1116,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Black,460.0
watch_1117,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Gold,Two Tone,Leather,White,460.0
watch_1118,seldile,Watch,Male,55.0,3.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,769.0
watch_1119,seldile,Watch,Male,52.0,3.0,X-Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,1099.0
watch_1120,knydkyn,Watch,Female,24.0,5.0,Small,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,899.0
watch_1121,knydkyn,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,999.0
watch_1122,knydkyn,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Two Tone,Leather,White,999.0
watch_1123,knydkyn,Watch,Female,32.0,3.0,Small,Stainless Steel,Gold,Two Tone,Leather,Pink,440.0
watch_1124,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,899.0
watch_1125,seldile,Watch,Male,52.0,10.0,X-Large,Stainless Steel,Black,Black,Silicone,Red,999.0
watch_1126,silfoli,Watch,Female,36.0,10.0,Medium,Stainless Steel,Rose Gold,White,Leather,Pink,899.0
watch_1127,orsmisr,Smartwatch,Male,47.0,1.0,X-Large,Stainless Steel,Blue,LCD,Metal Bracelet,Blue,440.0
watch_1128,orsmisr,Smartwatch,Male,47.0,1.0,X-Large,Stainless Steel,Black,LCD,Metal Bracelet,Black,949.0
watch_1129,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Rose Gold,LCD,Metal Bracelet,Two Tone,999.0
watch_1130,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Silver,LCD,Metal Bracelet,Two Tone,999.0
watch_1131,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Rose Gold,LCD,Metal Bracelet,Two Tone,999.0
watch_1132,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Blue,LCD,Metal Bracelet,Blue,440.0
watch_1133,genskne,Smartwatch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,310.0
watch_1134,genskne,Smartwatch,Female,34.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,420.0
watch_1135,seldile,Smartwatch,Male,48.0,3.0,X-Large,Stainless Steel,Black,LCD,Silicone,Red,538.0
watch_1136,seldile,Smartwatch,Male,48.0,3.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,699.0
watch_1137,seldile,Smartwatch,Male,48.0,3.0,X-Large,Stainless Steel,Black,LCD,Leather,Black,799.0
watch_1138,seldile,Smartwatch,Male,48.0,3.0,X-Large,Stainless Steel,Silver,LCD,Leather,Black,799.0
watch_1139,seldile,Smartwatch,Male,48.0,3.0,X-Large,Stainless Steel,Black,LCD,Metal Bracelet,Black,999.0
watch_1140,seldile,Smartwatch,Male,40.0,3.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,839.0
watch_1141,aniemin,Smartwatch,Male,43.0,3.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,400.0
watch_1142,aniemin,Smartwatch,Male,44.0,3.0,Large,Stainless Steel,Silver,Black,Leather,Black,350.0
watch_1143,aniemin,Smartwatch,Male,46.0,3.0,Large,Stainless Steel,Silver,LCD,Metal Bracelet,Silver,350.0
watch_1144,aniemin,Smartwatch,Male,46.0,3.0,Large,Stainless Steel,Silver,LCD,Leather,Black,290.0
watch_1145,aniemin,Smartwatch,Male,46.0,3.0,Large,Stainless Steel,Silver,LCD,Metal Bracelet,Silver,350.0
watch_1146,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,240.0
watch_1147,silfoli,Watch,Male,45.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,290.0
watch_1148,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,470.0
watch_1149,aniemin,Watch,Female,32.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,640.0
watch_1150,aniemin,Watch,Male,43.0,3.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,640.0
watch_1151,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,510.0
watch_1152,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,2399.0
watch_1153,aniemin,Watch,Male,45.0,3.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,800.0
watch_1154,aniemin,Watch,Male,43.0,3.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,800.0
watch_1155,aniemin,Watch,Male,49.0,5.0,X-Large,Stainless Steel,Black,Gold,Leather,Beige,1849.0
watch_1156,aniemin,Watch,Female,41.0,3.0,Medium,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,Rose Gold,468.0
watch_1157,aniemin,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,380.0
watch_1158,aniemin,Watch,Male,51.0,5.0,X-Large,Stainless Steel,Green,Black,Metal Bracelet,Green,290.0
watch_1159,aniemin,Watch,Male,53.0,5.0,X-Large,Stainless Steel,Green,Black,Metal Bracelet,Green,310.0
watch_1160,aniemin,Watch,Male,53.0,3.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,849.0
watch_1161,aniemin,Watch,Female,43.0,5.0,Large,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,310.0
watch_1162,aniemin,Watch,Female,36.0,3.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,310.0
watch_1163,aniemin,Watch,Male,51.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Black,380.0
watch_1164,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Silver,White,Leather,Black,350.0
watch_1165,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,398.0
watch_1166,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,290.0
watch_1167,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,580.0
watch_1168,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Silver,Leather,Brown,400.0
watch_1169,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Grey,Leather,Brown,400.0
watch_1170,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Black,Black,Leather,Black,400.0
watch_1171,seldile,Watch,Male,53.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,400.0
watch_1172,seldile,Watch,Male,46.0,5.0,Large,Stainless Steel,Black,Black,Silicone,Red,580.0
watch_1173,seldile,Watch,Male,46.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,580.0
watch_1174,seldile,Watch,Male,53.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,460.0
watch_1175,seldile,Watch,Male,49.0,5.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,699.0
watch_1176,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,580.0
watch_1177,seldile,Watch,Male,51.0,10.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,580.0
watch_1178,seldile,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,510.0
watch_1179,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,260.0
watch_1180,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Black,Black,Leather,Brown,260.0
watch_1181,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Silver,White,Metal Bracelet,Silver,260.0
watch_1182,seldile,Watch,Male,47.0,5.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,240.0
watch_1183,seldile,Watch,Female,42.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,400.0
watch_1184,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,5.0
watch_1185,seldile,Watch,Female,44.0,5.0,Large,Stainless Steel,Silver,Silver,Leather,Green,760.0
watch_1186,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Silver,Fabric,Black,2098.0
watch_1187,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,2141.0
watch_1188,seldile,Watch,Male,54.0,3.0,X-Large,Stainless Steel,Silver,Two Tone,Leather,Black,2098.0
watch_1189,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Gold,Black,Leather,Black,2356.0
watch_1190,knydkyn,Watch,Female,28.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,2141.0
watch_1191,knydkyn,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,2141.0
watch_1192,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,2356.0
watch_1193,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,2356.0
watch_1194,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,white,Metal Bracelet,Silver,75.0
watch_1195,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,100.0
watch_1196,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Black,Leather,Black,200.0
watch_1197,knydkyn,Watch,Female,24.0,3.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Rose Gold,400.0
watch_1198,knydkyn,Watch,Female,24.0,3.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Rose Gold,580.0
watch_1199,knydkyn,Watch,Female,28.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Rose Gold,640.0
watch_1200,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,690.0
watch_1201,knydkyn,Watch,Female,20.0,5.0,Small,Stainless Steel,Gold,Silver,Metal Bracelet,Rose Gold,569.0
watch_1202,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,468.0
watch_1203,knydkyn,Watch,Female,18.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,260.0
watch_1204,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,240.0
watch_1205,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Black,Two Tone,Metal Bracelet,Black,240.0
watch_1206,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,290.0
watch_1207,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Gold,Black,Metal Bracelet,Gold,419.0
watch_1208,knydkyn,Watch,Female,32.0,5.0,Small,Stainless Steel,Gold,Gold,Leather,Black,380.0
watch_1209,silfoli,Watch,Female,28.0,10.0,Small,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,380.0
watch_1210,silfoli,Watch,Female,28.0,10.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,310.0
watch_1211,silfoli,Watch,Female,32.0,5.0,Small,Stainless steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,310.0
watch_1212,silfoli,Watch,Female,30.0,5.0,Small,Stainless steel,Rose Gold,Mother Of Pearl,Metal Bracelet,Rose Gold,380.0
watch_1213,silfoli,Watch,Female,35.0,5.0,Small,Stainless steel,Silver,White,Metal Bracelet,Silver,350.0
watch_1214,silfoli,Watch,Female,35.0,5.0,Small,Stainless steel,Rose Gold,Cream,Metal Bracelet,Rose Gold,400.0
watch_1215,silfoli,Watch,Female,36.0,3.0,Medium,Stainless steel,Rose Gold,White,Leather,Blue,449.0
watch_1216,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,800.0
watch_1217,silfoli,Watch,Female,36.0,3.0,Medium,Stainless steel,Rose Gold,White,Leather,Beige,420.0
watch_1218,silfoli,Watch,Female,32.0,5.0,Small,Stainless steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,999.0
watch_1219,silfoli,Watch,Female,36.0,3.0,Medium,Stainless steel,Silver,Blue,Metal Bracelet,Silver,1199.0
watch_1220,silfoli,Watch,Female,34.0,5.0,Small,Stainless steel,Silver,White,Metal Bracelet,Silver,769.0
watch_1221,silfoli,Watch,Female,34.0,5.0,Small,Stainless steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,640.0
watch_1222,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Silver,Silver,Metal Bracelet,Silver,640.0
watch_1223,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Silver,Brown,Leather,Brown,260.0
watch_1224,silfoli,Watch,Female,35.0,5.0,Small,Stainless steel,Rose,Pink,Metal Bracelet,Pink,260.0
watch_1225,silfoli,Watch,Male,45.0,5.0,Large,Plastic,Black,Black,Silicone,Black,240.0
watch_1226,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Black,Metal Bracelet,Silver,260.0
watch_1227,silfoli,Watch,Male,45.0,5.0,Large,Stainless steel,Black,Black,Leather,Black,260.0
watch_1228,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Black,Black,Leather,Brown,380.0
watch_1229,silfoli,Watch,Male,42.0,10.0,Medium,Stainless steel,Black,Black,Leather,Brown,240.0
watch_1230,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Blue,Leather,Brown,400.0
watch_1231,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Black,Leather,Brown,380.0
watch_1232,silfoli,Watch,Male,42.0,5.0,Medium,Stainless steel,Silver,Blue,Metal Bracelet,Silver,400.0
watch_1233,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Cream,Leather,Brown,380.0
watch_1234,silfoli,Watch,Male,42.0,5.0,Medium,Stainless steel,Silver,Black,Metal Bracelet,Silver,400.0
watch_1235,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Black,Metal Bracelet,Silver,949.0
watch_1236,silfoli,Watch,Male,42.0,5.0,Medium,Stainless steel,Black,Black,Metal Bracelet,Black,450.0
watch_1237,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Silver,Blue,Metal Bracelet,Silver,450.0
watch_1238,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Black,Black,Leather,Brown,408.0
watch_1239,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Blue,Blue,Leather,Blue,515.0
watch_1240,silfoli,Watch,Male,44.0,5.0,Large,Stainless steel,Rose Gold,Blue,Leather,Blue,450.0
watch_1241,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,White,450.0
watch_1242,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Green,450.0
watch_1243,orsmisr,Watch,Female,31.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,450.0
watch_1244,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Gold,White,Metal Bracelet,Gold,450.0
watch_1245,orsmisr,Watch,Female,30.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,1299.0
watch_1246,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Gold,Mother Of Pearl,Metal Bracelet,Gold,1210.0
watch_1247,orsmisr,Watch,Female,43.0,10.0,Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,1250.0
watch_1248,orsmisr,Watch,Unisex,43.0,10.0,Large,Stainless Steel,Brown,Brown,Metal Bracelet,Brown,1299.0
watch_1249,orsmisr,Watch,Male,43.0,10.0,Large,Stainless Steel,Blue,Blue,Metal Bracelet,Blue,1279.0
watch_1250,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Gold,Rose Gold,Metal Bracelet,Rose Gold,327.0
watch_1251,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,332.0
watch_1252,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Gold,White,Leather,Blue,332.0
watch_1253,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,416.0
watch_1254,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,794.0
watch_1255,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Two Tone,1088.0
watch_1256,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Brown,1130.0
watch_1257,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,458.0
watch_1258,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,408.0
watch_1259,genskne,Watch,Female,38.0,3.0,Medium,Stainless Steel,Silver,White,Leather,Pink,458.0
watch_1260,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,794.0
watch_1261,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Black,374.0
watch_1262,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,374.0
watch_1263,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Black,416.0
watch_1264,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,374.0
watch_1265,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Gold,Black,Leather,Black,374.0
watch_1266,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,374.0
watch_1267,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Blue,Metal Bracelet,Black,668.0
watch_1268,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,794.0
watch_1269,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,836.0
watch_1270,seldile,Watch,Female,38.0,5.0,Medium,Stainless Steel,Brown,Black,Metal Bracelet,Brown,878.0
watch_1271,orsmisr,Watch,Female,39.0,10.0,Medium,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,1004.0
watch_1272,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,878.0
watch_1273,silfoli,Watch,Male,42.0,5.0,Medium,Stainless steel,Blue,Blue,Metal Bracelet,Blue,836.0
watch_1274,silfoli,Watch,Female,38.0,5.0,Medium,Stainless steel,Silver,Silver,Metal Bracelet,Two Tone,668.0
watch_1275,silfoli,Watch,Female,32.0,5.0,Small,Stainless steel,Silver,Gold,Metal Bracelet,Two Tone,668.0
watch_1276,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Gold,Gold,Metal Bracelet,Gold,626.0
watch_1277,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Silver,Silver,Metal Bracelet,Silver,710.0
watch_1278,silfoli,Watch,Female,35.0,3.0,Small,Stainless steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,668.0
watch_1279,silfoli,Watch,Female,38.0,5.0,Medium,Stainless steel,Black,Brown,Leather,Brown,836.0
watch_1280,silfoli,Watch,Female,30.0,5.0,Small,Stainless steel,Rose Gold,Beige,Metal Bracelet,Rose Gold,1130.0
watch_1281,silfoli,Watch,Female,26.0,5.0,Small,Stainless steel,Rose Gold,Rose Gold,Leather,Cream,626.0
watch_1282,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,White,Leather,Beige,584.0
